turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T4625,S2823,10,user,start_application,0.45,0.93,silence,6,2025-01-18
T4626,S2362,14,user,service_lookup,0.83,0.73,silence,2,2025-01-10
T4627,S2750,13,system,repeat,0.77,0.92,,4,2025-01-07
T4628,S2524,14,user,unknown,0.66,0.6,silence,11,2025-03-15
T4629,S2055,1,system,repeat,0.95,0.71,,6,2025-03-11
T4630,S2488,5,user,repeat,0.79,0.91,silence,13,2025-01-04
T4631,S3051,14,user,service_lookup,0.98,0.56,,10,2025-02-09
T4632,S2721,7,user,service_lookup,0.76,0.83,silence,12,2025-01-10
T4633,S2040,9,system,start_application,0.75,0.82,,11,2025-01-26
T4634,S3003,9,system,service_lookup,0.39,0.83,,13,2025-04-15
T4635,S2259,8,system,service_lookup,0.57,0.84,,11,2025-04-01
T4636,S2440,1,system,unknown,0.57,0.84,,6,2025-04-06
T4637,S2925,5,user,repeat,0.91,0.9,,13,2025-02-24
T4638,S2855,6,user,service_lookup,0.61,0.75,,11,2025-03-11
T4639,S2083,6,user,service_lookup,0.37,0.91,misunderstanding,2,2025-01-29
T4640,S2045,4,system,service_lookup,0.79,0.47,misunderstanding,10,2025-02-08
T4641,S2439,1,system,service_lookup,0.8,0.65,,4,2025-02-22
T4642,S2985,3,user,repeat,0.85,0.95,,9,2025-02-20
T4643,S2135,10,user,service_lookup,0.69,0.82,,2,2025-01-23
T4644,S3195,4,user,repeat,0.67,0.63,silence,10,2025-04-05
T4645,S2908,4,system,repeat,0.42,0.75,,4,2025-04-10
T4646,S2860,13,user,start_application,0.57,0.92,,8,2025-02-25
T4647,S2787,4,system,repeat,0.82,0.65,misunderstanding,13,2025-03-02
T4648,S2589,14,user,service_lookup,0.87,0.79,silence,8,2025-02-06
T4649,S2955,5,user,start_application,0.61,0.84,,7,2025-01-05
T4650,S2689,13,system,start_application,0.55,0.7,,3,2025-03-10
T4651,S2538,11,user,start_application,0.48,0.96,,13,2025-01-06
T4652,S3143,9,system,service_lookup,0.87,0.77,,11,2025-01-20
T4653,S2707,4,user,service_lookup,0.78,0.61,,2,2025-04-24
T4654,S2294,9,user,service_lookup,0.66,0.83,misunderstanding,14,2025-03-11
T4655,S2052,9,user,start_application,0.39,0.61,misunderstanding,4,2025-01-28
T4656,S2805,1,system,repeat,0.68,0.72,misunderstanding,8,2025-03-17
T4657,S2051,5,system,start_application,0.79,0.83,,9,2025-02-02
T4658,S2727,9,user,repeat,0.48,0.87,misunderstanding,13,2025-01-14
T4659,S2071,4,user,service_lookup,0.72,0.73,,11,2025-02-01
T4660,S2027,5,system,unknown,0.72,0.59,misunderstanding,6,2025-02-05
T4661,S2468,4,user,start_application,0.48,0.9,silence,11,2025-01-22
T4662,S2763,13,user,service_lookup,0.54,0.62,misunderstanding,4,2025-04-04
T4663,S2885,2,user,start_application,0.6,0.48,,13,2025-03-06
T4664,S2911,10,system,start_application,0.86,0.94,,4,2025-01-12
T4665,S2546,2,user,service_lookup,0.74,0.69,silence,13,2025-02-23
T4666,S2200,2,user,repeat,0.84,0.91,,4,2025-01-06
T4667,S2819,13,user,unknown,0.69,0.79,misunderstanding,5,2025-01-14
T4668,S2559,1,user,service_lookup,0.38,0.87,silence,8,2025-04-25
T4669,S2378,3,user,start_application,0.71,0.7,,8,2025-03-22
T4670,S3075,14,system,service_lookup,0.88,0.66,,10,2025-02-01
T4671,S2078,11,user,unknown,0.34,0.93,,13,2025-04-09
T4672,S2833,10,user,service_lookup,0.44,0.67,,2,2025-03-01
T4673,S3031,1,user,service_lookup,0.24,0.9,,6,2025-02-18
T4674,S2024,4,system,start_application,0.76,0.83,,8,2025-01-24
T4675,S2449,1,user,service_lookup,0.66,0.79,,5,2025-02-08
T4676,S2767,4,system,service_lookup,0.72,0.83,,11,2025-03-08
T4677,S2754,3,user,service_lookup,0.77,0.97,,5,2025-03-21
T4678,S2197,9,user,service_lookup,0.76,0.86,silence,5,2025-01-24
T4679,S3117,1,user,service_lookup,0.6,0.98,silence,6,2025-03-21
T4680,S2436,14,system,unknown,0.88,0.78,,3,2025-04-26
T4681,S2689,8,system,unknown,0.92,0.45,silence,2,2025-03-15
T4682,S2586,11,user,start_application,0.38,0.68,noise,7,2025-01-18
T4683,S2103,9,user,start_application,0.76,0.95,noise,13,2025-01-12
T4684,S2626,12,user,start_application,0.57,0.29,misunderstanding,13,2025-01-22
T4685,S3062,7,user,service_lookup,0.62,0.94,misunderstanding,3,2025-04-22
T4686,S2457,1,user,service_lookup,0.33,0.58,,14,2025-04-15
T4687,S2363,4,user,start_application,0.78,0.85,,8,2025-02-08
T4688,S2134,10,system,service_lookup,0.57,0.58,noise,11,2025-04-11
T4689,S2373,1,user,start_application,0.69,0.8,,9,2025-03-24
T4690,S2038,4,user,start_application,0.69,0.72,misunderstanding,11,2025-02-22
T4691,S2818,3,user,start_application,0.85,0.98,,4,2025-02-24
T4692,S2046,2,user,repeat,0.82,0.94,noise,10,2025-01-19
T4693,S2035,1,user,repeat,0.45,0.68,silence,8,2025-02-28
T4694,S2094,6,user,unknown,0.43,0.91,,6,2025-03-07
T4695,S2984,12,user,repeat,0.3,0.72,,5,2025-01-22
T4696,S3169,7,system,service_lookup,0.92,0.82,,8,2025-04-14
T4697,S2367,6,user,repeat,0.89,0.9,silence,14,2025-01-15
T4698,S2064,9,user,start_application,0.79,0.52,,7,2025-02-24
T4699,S2753,12,system,start_application,0.64,0.58,misunderstanding,14,2025-01-04
T4700,S2815,9,user,start_application,0.57,0.58,,7,2025-03-19
T4701,S2755,2,system,service_lookup,0.62,0.91,,3,2025-04-01
T4702,S2180,2,user,unknown,0.79,0.56,misunderstanding,5,2025-03-25
T4703,S2596,9,system,unknown,0.71,0.63,misunderstanding,9,2025-04-10
T4704,S3178,1,system,start_application,0.61,0.96,silence,13,2025-03-05
T4705,S2786,5,system,service_lookup,0.91,0.79,noise,8,2025-01-05
T4706,S2626,1,system,repeat,0.73,0.5,,4,2025-02-08
T4707,S3122,7,user,start_application,0.73,0.61,misunderstanding,5,2025-03-31
T4708,S2615,9,system,service_lookup,0.88,0.85,,4,2025-01-25
T4709,S2111,6,user,start_application,0.57,0.65,misunderstanding,11,2025-03-13
T4710,S2452,14,system,repeat,0.8,0.82,,10,2025-02-02
T4711,S2755,2,user,service_lookup,0.69,0.59,misunderstanding,8,2025-02-09
T4712,S3192,6,system,repeat,0.51,0.96,,14,2025-02-02
T4713,S2583,9,system,repeat,0.7,0.71,silence,9,2025-04-04
T4714,S2138,3,system,start_application,0.9,0.82,,6,2025-03-17
T4715,S2230,9,user,service_lookup,0.95,0.7,noise,13,2025-02-12
T4716,S2983,8,system,service_lookup,0.56,0.56,,13,2025-01-15
T4717,S2252,13,user,service_lookup,0.83,0.43,,6,2025-04-11
T4718,S2560,12,user,service_lookup,0.55,0.85,,2,2025-04-18
T4719,S2071,7,user,service_lookup,0.63,0.65,,10,2025-03-01
T4720,S2221,8,system,start_application,0.91,0.91,,10,2025-01-25
T4721,S3100,10,system,service_lookup,0.39,0.93,,13,2025-04-10
T4722,S2061,6,system,service_lookup,0.74,0.91,,5,2025-04-12
T4723,S3180,3,user,service_lookup,0.74,0.82,,2,2025-02-18
T4724,S2805,7,system,service_lookup,0.66,0.45,silence,14,2025-03-06
T4725,S2124,4,user,repeat,0.77,0.84,,4,2025-02-07
T4726,S2740,11,user,start_application,0.72,0.56,,6,2025-01-07
T4727,S2160,10,user,service_lookup,0.94,0.88,misunderstanding,7,2025-01-15
T4728,S2540,14,system,service_lookup,0.79,0.82,,12,2025-02-08
T4729,S2625,5,user,repeat,0.6,0.51,,10,2025-02-01
T4730,S2105,8,user,service_lookup,0.83,1.0,,9,2025-03-13
T4731,S3154,7,system,unknown,0.67,0.74,,13,2025-02-18
T4732,S2775,7,user,repeat,0.85,0.91,misunderstanding,9,2025-01-30
T4733,S2001,8,system,service_lookup,0.67,0.78,,2,2025-03-25
T4734,S2232,10,user,start_application,0.85,0.69,misunderstanding,11,2025-04-03
T4735,S2368,3,user,start_application,0.79,0.73,misunderstanding,8,2025-03-07
T4736,S2945,3,system,service_lookup,0.54,0.82,,8,2025-02-15
T4737,S3131,2,user,service_lookup,0.71,0.53,misunderstanding,5,2025-02-20
T4738,S2179,1,system,start_application,0.75,0.6,misunderstanding,12,2025-03-20
T4739,S2292,10,user,unknown,0.89,0.73,,9,2025-04-04
T4740,S2583,6,user,service_lookup,0.66,0.89,misunderstanding,8,2025-04-23
T4741,S2794,6,system,start_application,0.55,0.88,,13,2025-03-01
T4742,S2174,13,user,service_lookup,0.61,0.57,misunderstanding,2,2025-02-11
T4743,S2122,10,system,start_application,0.45,0.62,,12,2025-02-13
T4744,S2226,12,user,repeat,0.5,0.52,,11,2025-01-06
T4745,S2443,8,user,start_application,0.88,0.9,,6,2025-01-23
T4746,S2427,14,system,repeat,0.62,0.95,silence,11,2025-03-25
T4747,S3106,6,user,service_lookup,0.62,0.73,,8,2025-04-01
T4748,S2764,6,user,repeat,0.9,0.98,,14,2025-02-17
T4749,S2631,1,system,service_lookup,0.83,0.73,misunderstanding,8,2025-02-26
T4750,S2064,12,system,repeat,0.69,0.74,noise,5,2025-03-09
T4751,S2427,7,user,repeat,0.79,0.53,silence,2,2025-04-01
T4752,S2617,7,system,repeat,0.72,0.9,,10,2025-03-01
T4753,S2924,10,system,service_lookup,0.77,0.83,,6,2025-02-11
T4754,S2811,9,user,start_application,0.86,0.96,,9,2025-02-14
T4755,S2106,14,user,start_application,0.76,0.47,,2,2025-01-05
T4756,S2658,12,user,unknown,0.76,0.56,,5,2025-01-17
T4757,S3182,7,system,service_lookup,0.57,0.91,silence,3,2025-01-21
T4758,S2264,8,system,repeat,0.79,0.57,,9,2025-04-09
T4759,S2154,4,system,service_lookup,0.93,0.97,misunderstanding,13,2025-02-04
T4760,S3036,9,system,service_lookup,0.56,0.65,noise,13,2025-03-02
T4761,S2895,14,user,service_lookup,0.6,0.45,,11,2025-04-29
T4762,S2992,1,user,service_lookup,0.81,0.58,,12,2025-04-09
T4763,S2244,8,user,service_lookup,0.55,0.89,noise,12,2025-02-21
T4764,S2385,3,user,service_lookup,0.65,0.61,silence,14,2025-01-20
T4765,S2758,14,system,service_lookup,0.86,0.61,,6,2025-04-09
T4766,S2413,1,system,repeat,0.85,0.73,noise,4,2025-04-06
T4767,S2714,2,user,start_application,0.79,0.69,,7,2025-04-20
T4768,S2758,6,user,repeat,0.74,0.69,,9,2025-01-08
T4769,S2746,5,system,start_application,0.94,0.93,silence,12,2025-01-26
T4770,S2592,14,user,repeat,0.97,0.77,,9,2025-01-01
T4771,S2838,3,user,start_application,0.81,0.82,,13,2025-02-28
T4772,S2015,9,system,service_lookup,0.72,0.84,,9,2025-01-25
T4773,S2992,8,user,start_application,0.83,0.81,misunderstanding,8,2025-01-05
T4774,S3068,13,system,start_application,0.51,0.81,,10,2025-01-26
T4775,S2650,3,user,start_application,0.43,0.53,,14,2025-02-05
T4776,S2147,2,system,repeat,0.94,0.51,silence,2,2025-01-07
T4777,S2354,8,system,repeat,0.46,0.61,,11,2025-04-14
T4778,S2702,14,user,start_application,0.74,0.67,,12,2025-04-01
T4779,S2612,5,user,repeat,0.82,0.76,misunderstanding,13,2025-01-08
T4780,S2104,9,user,start_application,0.84,0.53,,3,2025-01-22
T4781,S2395,1,user,service_lookup,0.74,0.84,silence,14,2025-01-08
T4782,S2605,10,user,start_application,0.86,0.74,,5,2025-01-26
T4783,S2850,3,system,repeat,0.53,0.88,,3,2025-02-02
T4784,S2441,5,system,start_application,0.73,0.84,misunderstanding,11,2025-02-12
T4785,S2872,2,system,unknown,0.66,0.9,,2,2025-01-20
T4786,S2666,3,user,service_lookup,0.7,0.6,misunderstanding,9,2025-04-18
T4787,S3051,4,system,repeat,0.68,0.47,noise,12,2025-03-13
T4788,S2793,4,user,repeat,0.79,0.72,,7,2025-04-29
T4789,S2474,11,system,repeat,0.82,0.67,,5,2025-04-25
T4790,S2627,9,system,service_lookup,0.96,0.63,noise,13,2025-04-25
T4791,S2501,1,system,service_lookup,0.73,0.89,,5,2025-01-02
T4792,S2347,12,system,start_application,0.8,0.51,,11,2025-02-13
T4793,S3017,9,user,service_lookup,0.49,0.76,misunderstanding,9,2025-04-21
T4794,S2569,9,user,unknown,0.78,0.86,,12,2025-01-25
T4795,S2694,11,system,service_lookup,0.68,0.71,silence,13,2025-03-09
T4796,S2025,6,user,start_application,0.69,0.91,misunderstanding,11,2025-03-08
T4797,S3100,11,user,service_lookup,0.78,0.78,,9,2025-04-29
T4798,S2216,1,system,start_application,0.78,0.91,,8,2025-02-10
T4799,S2836,11,system,repeat,0.74,0.87,,4,2025-02-20
T4800,S2773,13,user,service_lookup,0.84,0.84,silence,9,2025-01-20
T4801,S3046,12,user,repeat,0.82,0.98,,11,2025-03-23
T4802,S2669,6,user,service_lookup,0.6,0.87,,5,2025-01-25
T4803,S2717,8,system,start_application,0.47,0.88,,10,2025-02-19
T4804,S2309,5,user,start_application,0.53,0.9,,8,2025-01-08
T4805,S2598,5,system,service_lookup,0.77,0.65,,5,2025-02-08
T4806,S2266,1,system,service_lookup,0.83,0.77,noise,6,2025-03-04
T4807,S2645,1,user,repeat,0.98,0.81,,6,2025-03-19
T4808,S3022,8,user,service_lookup,0.91,0.84,misunderstanding,2,2025-01-07
T4809,S2449,13,user,service_lookup,0.66,0.75,silence,8,2025-01-08
T4810,S2564,5,system,repeat,0.76,0.78,noise,13,2025-02-06
T4811,S3059,8,user,service_lookup,0.73,0.74,,5,2025-04-28
T4812,S2027,10,system,repeat,0.44,0.68,,4,2025-02-23
T4813,S2219,2,user,start_application,0.75,0.94,silence,6,2025-03-05
T4814,S2405,4,user,service_lookup,0.75,0.55,misunderstanding,2,2025-03-13
T4815,S2270,13,system,service_lookup,0.64,0.55,silence,12,2025-02-10
T4816,S2791,11,user,start_application,0.87,0.73,,3,2025-03-25
T4817,S2962,14,system,service_lookup,0.75,0.59,silence,3,2025-02-15
T4818,S2833,10,user,service_lookup,0.78,0.81,silence,12,2025-04-06
T4819,S2316,9,system,repeat,0.73,0.75,,10,2025-01-26
T4820,S2337,13,system,start_application,0.55,0.81,,4,2025-04-12
T4821,S2350,3,system,service_lookup,0.77,0.67,silence,2,2025-03-20
T4822,S2510,6,user,start_application,0.65,0.93,,8,2025-02-01
T4823,S2524,11,user,start_application,0.75,0.76,,13,2025-02-16
T4824,S2491,7,user,start_application,0.81,0.84,silence,3,2025-02-17
T4825,S2008,3,user,start_application,0.94,0.54,,9,2025-01-10
T4826,S2560,1,system,unknown,0.53,0.81,silence,11,2025-03-17
T4827,S2439,2,user,service_lookup,0.87,0.89,silence,12,2025-01-27
T4828,S2791,11,user,service_lookup,0.63,0.66,,14,2025-01-13
T4829,S3131,14,system,service_lookup,0.78,0.74,,12,2025-01-10
T4830,S2032,10,system,service_lookup,0.59,0.8,,5,2025-02-26
T4831,S3046,7,system,service_lookup,0.75,0.95,,12,2025-01-14
T4832,S2844,7,user,service_lookup,0.71,0.75,,7,2025-03-18
T4833,S2565,12,user,start_application,0.91,0.87,misunderstanding,2,2025-01-20
T4834,S2048,1,user,service_lookup,0.47,0.81,,13,2025-01-24
T4835,S2461,10,user,repeat,0.44,0.48,,8,2025-01-16
T4836,S2589,7,user,service_lookup,0.67,0.68,,11,2025-03-31
T4837,S2335,10,system,unknown,0.89,0.58,silence,9,2025-03-10
T4838,S3145,11,user,start_application,0.94,0.77,noise,10,2025-02-28
T4839,S2358,6,user,repeat,0.91,0.69,silence,12,2025-04-04
T4840,S2345,11,user,unknown,0.34,0.5,,14,2025-02-15
T4841,S2192,6,user,unknown,0.66,0.55,,6,2025-01-22
T4842,S2755,7,user,start_application,0.84,0.77,misunderstanding,2,2025-02-08
T4843,S3169,7,user,service_lookup,0.78,0.89,,4,2025-02-14
T4844,S2477,1,user,start_application,0.52,0.29,silence,14,2025-04-04
T4845,S2827,10,user,start_application,0.49,0.88,silence,10,2025-03-30
T4846,S2889,5,user,service_lookup,0.74,0.62,silence,7,2025-01-18
T4847,S2652,14,system,service_lookup,0.7,0.78,,6,2025-04-10
T4848,S2407,14,user,service_lookup,0.84,0.72,silence,10,2025-01-09
T4849,S2285,8,user,service_lookup,0.59,0.86,silence,10,2025-01-18
T4850,S2850,8,system,service_lookup,0.83,0.82,silence,4,2025-03-05
T4851,S2110,3,user,start_application,0.59,0.77,silence,6,2025-01-23
T4852,S2619,3,system,service_lookup,0.5,0.92,misunderstanding,10,2025-01-12
T4853,S2792,7,system,start_application,0.75,0.7,noise,11,2025-03-16
T4854,S2049,4,user,repeat,0.49,0.54,,10,2025-01-01
T4855,S3037,6,system,start_application,0.4,0.93,misunderstanding,8,2025-03-06
T4856,S3157,9,system,unknown,0.8,0.45,,2,2025-01-05
T4857,S2587,10,user,service_lookup,0.73,0.71,,13,2025-01-27
T4858,S2595,2,system,unknown,0.72,0.82,,10,2025-03-12
T4859,S2669,2,user,service_lookup,0.69,0.92,,7,2025-02-25
T4860,S2313,6,user,unknown,0.48,0.89,,9,2025-03-23
T4861,S2605,3,system,service_lookup,0.92,0.55,misunderstanding,4,2025-04-21
T4862,S2296,1,system,repeat,0.89,0.88,,12,2025-03-02
T4863,S2568,2,system,service_lookup,0.64,0.63,misunderstanding,8,2025-01-19
T4864,S3187,14,user,start_application,0.9,0.77,noise,2,2025-02-07
T4865,S2831,13,user,service_lookup,0.44,0.73,,12,2025-01-04
T4866,S2609,7,system,start_application,0.64,0.84,,2,2025-04-04
T4867,S2015,4,user,start_application,0.35,0.83,,12,2025-02-10
T4868,S3101,12,system,unknown,0.84,0.88,noise,9,2025-01-05
T4869,S2071,2,user,start_application,0.38,0.58,misunderstanding,3,2025-02-08
T4870,S2269,11,user,start_application,0.88,0.95,,2,2025-02-10
T4871,S2286,12,user,service_lookup,0.78,0.99,,9,2025-01-19
T4872,S2065,12,user,start_application,0.57,0.72,,10,2025-04-23
T4873,S2879,8,system,service_lookup,0.76,0.88,misunderstanding,3,2025-03-09
T4874,S2067,4,user,repeat,0.67,0.75,,12,2025-03-10
T4875,S3078,4,system,service_lookup,0.86,0.7,silence,4,2025-01-18
T4876,S2979,2,user,start_application,0.6,0.98,silence,6,2025-02-10
T4877,S2973,14,user,start_application,0.59,0.95,,3,2025-04-11
T4878,S3191,1,system,service_lookup,0.93,0.76,,7,2025-02-22
T4879,S2507,1,user,start_application,0.76,0.84,silence,3,2025-01-28
T4880,S2836,3,system,service_lookup,0.85,0.55,,5,2025-01-17
T4881,S3125,6,system,service_lookup,0.81,0.62,misunderstanding,12,2025-01-16
T4882,S2885,7,system,unknown,0.5,0.84,,9,2025-03-22
T4883,S2793,13,user,service_lookup,0.58,0.74,,2,2025-04-21
T4884,S2421,9,system,repeat,0.72,0.85,,11,2025-02-27
T4885,S2774,5,system,start_application,0.64,0.89,,5,2025-01-27
T4886,S2477,9,user,start_application,0.75,0.56,misunderstanding,4,2025-01-27
T4887,S2925,8,system,service_lookup,0.5,0.88,noise,2,2025-01-01
T4888,S2119,1,user,start_application,0.76,0.54,silence,5,2025-02-14
T4889,S2487,11,user,service_lookup,0.45,0.67,,11,2025-04-29
T4890,S3184,12,user,start_application,0.08,0.86,misunderstanding,2,2025-01-27
T4891,S2077,3,system,unknown,0.67,0.56,,8,2025-02-04
T4892,S3061,8,system,service_lookup,0.8,0.84,,10,2025-02-06
T4893,S2440,9,user,repeat,0.74,0.77,misunderstanding,6,2025-02-17
T4894,S2461,14,user,service_lookup,0.77,0.76,silence,5,2025-02-19
T4895,S2611,4,system,service_lookup,0.77,0.87,,2,2025-02-03
T4896,S2916,14,user,service_lookup,0.25,0.71,,11,2025-03-06
T4897,S3115,14,user,service_lookup,0.64,0.67,silence,2,2025-01-27
T4898,S2608,14,system,service_lookup,0.8,0.98,silence,14,2025-04-30
T4899,S2005,12,system,service_lookup,0.55,0.71,,14,2025-03-29
T4900,S2680,6,user,start_application,0.88,0.41,,8,2025-01-21
T4901,S2894,4,user,service_lookup,0.87,0.84,,10,2025-02-09
T4902,S2270,13,system,service_lookup,0.74,0.89,silence,4,2025-03-23
T4903,S2810,9,system,service_lookup,0.58,0.78,,2,2025-03-10
T4904,S2558,2,user,repeat,0.73,0.45,misunderstanding,14,2025-02-26
T4905,S2098,6,user,service_lookup,0.9,0.79,,6,2025-02-10
T4906,S2525,11,user,unknown,0.67,0.52,,11,2025-03-23
T4907,S2193,13,user,service_lookup,0.86,0.81,,11,2025-04-17
T4908,S3180,3,system,service_lookup,0.74,0.83,,4,2025-04-21
T4909,S3138,10,user,service_lookup,0.89,0.7,,11,2025-03-04
T4910,S2395,4,system,service_lookup,0.78,0.64,,2,2025-02-14
T4911,S2769,2,system,repeat,0.8,0.91,,2,2025-04-17
T4912,S3023,11,system,start_application,0.6,0.48,silence,7,2025-01-07
T4913,S2879,8,system,service_lookup,0.85,0.52,,14,2025-01-18
T4914,S2744,10,user,service_lookup,0.72,0.84,noise,8,2025-03-30
T4915,S2682,8,user,service_lookup,0.81,0.96,,10,2025-02-01
T4916,S2014,1,system,unknown,0.78,0.68,,6,2025-03-06
T4917,S2367,10,system,repeat,0.47,0.74,,2,2025-04-20
T4918,S2637,6,user,start_application,0.8,0.69,misunderstanding,2,2025-03-04
T4919,S2852,1,system,start_application,0.32,0.92,,10,2025-01-10
T4920,S2699,6,user,unknown,0.54,0.75,silence,10,2025-04-06
T4921,S2004,7,user,start_application,0.68,0.95,,3,2025-01-09
T4922,S2230,2,user,unknown,0.71,0.44,,3,2025-03-25
T4923,S3172,9,system,start_application,0.73,0.83,,14,2025-01-25
T4924,S3011,8,user,service_lookup,0.62,0.65,,13,2025-04-02
T4925,S2585,9,user,repeat,0.92,0.82,,10,2025-02-24
T4926,S2168,10,system,start_application,0.65,0.62,,6,2025-01-16
T4927,S2760,13,system,start_application,0.72,0.94,misunderstanding,8,2025-04-02
T4928,S2791,4,system,service_lookup,0.68,0.59,,6,2025-01-20
T4929,S2999,4,user,start_application,0.5,0.89,,9,2025-02-24
T4930,S2151,12,user,service_lookup,0.88,0.98,silence,9,2025-04-01
T4931,S3015,8,user,service_lookup,0.87,0.65,,8,2025-01-26
T4932,S2223,1,system,start_application,0.91,0.55,,2,2025-03-31
T4933,S2503,8,system,start_application,0.63,0.72,,2,2025-03-31
T4934,S2043,7,system,start_application,0.53,0.77,,9,2025-01-22
T4935,S2696,12,system,unknown,0.72,0.9,,8,2025-04-12
T4936,S2503,7,user,repeat,0.76,0.84,misunderstanding,6,2025-01-07
T4937,S2929,9,system,start_application,0.82,0.78,,14,2025-03-09
T4938,S2842,13,user,start_application,0.43,0.65,,3,2025-04-10
T4939,S2350,10,user,service_lookup,0.52,0.86,,3,2025-02-21
T4940,S2022,7,user,repeat,0.52,0.77,,10,2025-01-24
T4941,S2597,2,system,service_lookup,0.47,0.71,noise,8,2025-02-08
T4942,S3066,1,system,repeat,0.95,0.97,,7,2025-01-30
T4943,S2465,1,user,service_lookup,0.73,0.69,misunderstanding,6,2025-02-06
T4944,S2039,7,user,service_lookup,0.7,0.85,,10,2025-02-06
T4945,S2302,5,user,service_lookup,0.72,0.76,misunderstanding,4,2025-01-09
T4946,S2174,4,system,start_application,0.75,0.54,silence,9,2025-03-28
T4947,S2998,5,system,service_lookup,0.77,0.59,,7,2025-04-03
T4948,S2620,10,system,service_lookup,0.91,0.77,misunderstanding,10,2025-02-22
T4949,S2243,10,system,start_application,0.79,0.76,misunderstanding,10,2025-04-20
T4950,S2835,6,user,service_lookup,0.81,0.74,,14,2025-02-12
T4951,S2279,12,user,service_lookup,0.65,0.78,misunderstanding,6,2025-03-10
T4952,S3059,10,user,service_lookup,0.78,0.7,,8,2025-04-07
T4953,S2556,6,user,repeat,0.68,0.72,silence,7,2025-04-14
T4954,S2897,1,user,start_application,0.69,0.77,,3,2025-04-09
T4955,S3177,2,user,unknown,0.92,0.85,silence,9,2025-03-18
T4956,S3046,3,system,service_lookup,0.77,0.52,misunderstanding,9,2025-03-28
T4957,S2718,4,user,service_lookup,0.82,0.71,,13,2025-04-21
T4958,S2931,6,user,service_lookup,0.38,0.74,misunderstanding,10,2025-02-18
T4959,S2090,12,system,unknown,0.97,0.78,,11,2025-01-26
T4960,S2389,12,user,start_application,0.3,0.74,misunderstanding,12,2025-02-03
T4961,S2549,11,system,start_application,0.99,0.45,,2,2025-02-15
T4962,S2930,13,system,unknown,0.81,0.92,,7,2025-04-12
T4963,S3061,9,user,service_lookup,0.46,0.48,silence,5,2025-04-01
T4964,S2732,12,system,service_lookup,0.48,0.64,misunderstanding,7,2025-02-23
